"order_item_id","order_id","created_at","order_status","order_item_quantity","categories","flubit_item_price","merchant_id","product_name","competior_scraped_price","product_ranking"
862342,795121,"2017-10-20 23:30:43","processing",1,"[\"Books\"]",4.28,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","507 Mechanical Movements Mechanisms and Devices",5.99,14.25
862341,795120,"2017-10-20 23:08:27","cancelled",1,"[\"Clothing & Accessories\",\"Clothing & Accessories\"]",26.86,"c0c8696e-2d75-4dc8-b472-6e571288e288","Robin Arkham Adult Halloween Costume",46.99,NULL
862340,795119,"2017-10-20 22:51:32","cancelled",1,NULL,5.97,"285522a3-388d-4a78-954a-3aa4e6a0bf7f",NULL,NULL,NULL
862339,795118,"2017-10-20 22:42:55","dispatched",1,"[\"Books\"]",30.74,"ae73540e-d47b-4d25-84b6-854af4fa5ee8","Biochemistry",51.99,45.22
862338,795117,"2017-10-20 22:38:23","processing",2,"[\"Home & Garden\"]",31.61,"b2a972be-30f8-40fe-8c59-a1326f1e54da","Large Decking Wooden Garden Planter Wood Trough Handmade Box (1.2M)",43.95,17
862337,795116,"2017-10-20 22:35:31","dispatched",1,"[\"Books\"]",9.06,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Life in a Jar The Irena Sendler Project",14.00,32.1
862336,795115,"2017-10-20 22:30:34","processing",1,"[\"Music & Sound Recordings\"]",4.84,"11b0a420-f4ea-418c-ae8a-96ffb25c37e5","In The Aeroplane Over The Sea",7.99,40.3
862335,795114,"2017-10-20 22:28:27","dispatched",1,"[\"Toys & Games\"]",15.02,"1329af69-8e54-493c-9e40-97711a230694","First Swingball",18.75,36.22
862334,795113,"2017-10-20 22:27:39","dispatched",1,"[\"Books\"]",7.42,"c21ee771-0fcb-11e3-8051-90b11c403c56"," BUDGERIGAR",10.00,18.42
862329,795108,"2017-10-20 22:14:56","dispatched",1,"[\"Books\"]",7.74,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","A Complete Guide to Special Effects Makeup (Tokyo Sfx Makeup Workshop)",10.03,44.88
862328,795107,"2017-10-20 22:13:57","cancelled",1,"[\"Home & Garden\", \"Toys & Games\"]",18.63,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","LEGO Friends 41131 Advent Calendar",24.68,64
862327,795106,"2017-10-20 22:11:05","dispatched",1,"[\"Books\"]",23.16,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","The  C Programming Language (2nd Edition)",33.59,53.89
862326,795105,"2017-10-20 22:07:27","dispatched",1,"[\"Health & Beauty\"]",4.93,"45015ea7-4cf8-408e-92af-6bbe016aaa40","Bluesky Gel Polish Nails Crush JQ Glitter Nail Gel 10ml",6.56,NULL
862325,795105,"2017-10-20 22:07:27","dispatched",1,"[\"Health & Beauty\"]",2.86,"feed2c0c-b7c5-4876-897e-5233f853af6b","High Maintenance Nail Polish Gold Rainbow 18ml",3.51,NULL
862323,795103,"2017-10-20 21:59:26","dispatched",1,"[\"Toys & Games\"]",44.90,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","Furbacca (Star Wars) The Force Awakens",62.43,22.56
862322,795102,"2017-10-20 21:59:15","dispatched",1,"[\"Books\"]",10.08,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Collins Fungi Guide: The most complete field guide to the mushrooms & toadstools of Britain & Ireland (Collins Guide)",13.59,30.04
862321,795101,"2017-10-20 21:56:55","dispatched",1,"[\"Books\"]",3.36,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Pocket Michelle Wisdom Unofficial and Unauthorised: Wise and Inspirational Words from Michelle Obama",5.99,14.25
862320,795100,"2017-10-20 21:31:24","dispatched",1,"[\"Toys & Games\", \"Home & Garden\"]",79.40,"8c793aaf-d14f-4a2b-9b17-fcc5887ad1be","Nemesis Now Fairy - Lina - 59cm - D0123A3 - New",105.10,NULL
862319,795099,"2017-10-20 21:23:12","dispatched",1,"[\"Baby & Toddler\"]",15.20,"77099c22-0c51-441e-8a06-55f6ed4326f7","Motorola MBP36s Baby Monitor Replacement Mains Adapter (Baby Unit)",19.95,22.56
862318,795098,"2017-10-20 21:17:30","dispatched",1,"[\"Pet Supplies\"]",16.73,"a799b207-7380-4839-8ce1-405dc30104e5","Home Sweet Home Townhouse",29.92,NULL
862317,795097,"2017-10-20 21:14:19","cancelled",1,NULL,7.25,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9",NULL,NULL,NULL
862316,795096,"2017-10-20 21:13:52","dispatched",1,"[\"Software\"]",6.74,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","Arcania: Gothic 4 (Xbox 360)",9.67,18.44
862315,795095,"2017-10-20 21:12:42","dispatched",1,"[\"Books\"]",29.01,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Edexcel AS/A Level Psychology Student Book + ActiveBook",36.75,22.56
862314,795094,"2017-10-20 21:06:46","dispatched",1,"[\"Pet Supplies\",\"Pet Supplies\",\"Pet Supplies\",\"Pet Supplies\"]",5.44,"be37fbcf-fe39-49f6-a01e-89ef9a4f4666","Trixie Cat Litter Tray Mat 40 × 60 cm Anthracite Rectangle",8.42,31.63
862313,795093,"2017-10-20 20:58:32","dispatched",1,"[\"Pet Supplies\"]",14.08,"be37fbcf-fe39-49f6-a01e-89ef9a4f4666","Trixie Vico Easy Clean Cat Litter Tray with Dome, 40 x 40 x 56 cm, Turquoise/White",17.92,52.56
862312,795092,"2017-10-20 20:50:37","dispatched",1,"[\"Vehicle Parts & Accessories\"]",13.54,"a4361865-1f0d-4297-bdc4-9470668e2f4c","JVL Volkswagen VW Golf MK 7 2013+ Fully Tailored 4 Piece Car Mat Set with 4 Clips",13.49,45.76
862311,795091,"2017-10-20 20:48:57","dispatched",1,"[\"Books\"]",28.59,"c21ee771-0fcb-11e3-8051-90b11c403c56","John Derian Picture Book",39.00,22.56
862310,795090,"2017-10-20 20:46:50","dispatched",1,"[\"Books\"]",14.55,"7368e5c8-4817-4b87-ae9e-72565c1b8db6"," HARRY POTTER A HISTORY OF MAGIC",15.00,69.67
862309,795090,"2017-10-20 20:46:50","cancelled",1,"[\"Office Supplies\"]",10.11,"dd342272-95aa-40bd-9c75-a1693e4d987a","Mustard Arrow Bookends - Arrow magnetic bookends",17.00,NULL
862308,795089,"2017-10-20 20:43:52","dispatched",1,"[\"DVDs & Videos\"]",39.94,"29d9f7ed-6ad6-48e5-8124-f0d2be2456a1","Disney Princess 11 Movie Keepsake Boxset [DVD] [2015]",60.74,22.56
862307,795088,"2017-10-20 20:42:47","dispatched",1,"[\"Home & Garden\"]",27.02,"a9ae1014-9cea-56f9-84e7-a95fd23e553b","Moulinex LM242 Special Edition Table Top Blender With Mill and Grater",39.99,NULL
862306,795087,"2017-10-20 20:36:57","dispatched",1,"[\"Vehicle Parts & Accessories\",\"Vehicle Parts & Accessories\"]",18.14,"fed84941-dbab-4fbb-af05-6380096b910a","Thule 526000  Locking Tommy Nuts Pack of 2",29.99,22.56
862305,795086,"2017-10-20 20:26:58","dispatched",1,"[\"Health & Beauty\"]",25.30,"a176c7cf-09be-44f5-b187-d7bff163905a","KMS California Silk Sheen Conditioner 750ml SilkSheen",31.00,NULL
862304,795085,"2017-10-20 20:07:49","dispatched",1,"[\"Books\"]",5.38,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","The Adventures of Dog Man: Unleashed - Hardcover",7.69,39.86
862303,795084,"2017-10-20 19:54:47","processing",1,"[\"Toys & Games\"]",8.55,"9bab7105-f05d-47b9-80f2-90229a9466b6","Casdon Little Helper Hair Dryer Set",13.79,21.41
862302,795083,"2017-10-20 19:51:38","cancelled",2,"[\"Home & Garden\"]",4.33,"63d9c947-f53f-4b56-b26f-9259ddcc32d4","Dylon Image Maker 50ml",6.95,NULL
862301,795082,"2017-10-20 19:47:11","dispatched",1,"[\"Books\"]",6.85,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","200 knitted blocks for blankets, throws and afghans",12.99,46.43
862300,795081,"2017-10-20 19:44:33","dispatched",1,"[\"Music & Sound Recordings\"]",6.46,"11b0a420-f4ea-418c-ae8a-96ffb25c37e5","100 Hits Presents: 60s Karaoke",9.03,NULL
862299,795080,"2017-10-20 19:43:16","dispatched",1,"[\"Arts & Entertainment\",\"Arts & Entertainment\"]",6.54,"63d9c947-f53f-4b56-b26f-9259ddcc32d4","Fiskars Embroidery Scissors",9.25,32.88
862298,795079,"2017-10-20 19:39:47","dispatched",1,"[\"Toys & Games\"]",47.58,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","Hatchimals Glittering Garden Penguala",60.39,22.56
862297,795078,"2017-10-20 19:35:41","dispatched",1,"[\"Home & Garden\"]",68.04,"901f7f53-876f-4fba-bedc-ad5fde5464c5","Lyte Trade 12 Tread Swingback Step Ladder - ESS12",86.31,22.56
862296,795077,"2017-10-20 19:34:47","cancelled",1,"[\"Books\"]",28.66,"7bd3cdf9-9bf9-4abd-bb2e-14b0f4a53084","The Oxford Handbook of Criminology",39.99,22.56
862295,795076,"2017-10-20 19:30:54","dispatched",1,"[\"Books\"]",18.31,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Edexcel GCSE (9-1) Anthology of Music (Edexcel GCSE Music 2016)",23.75,22.56
862294,795075,"2017-10-20 19:27:53","dispatched",1,"[\"Books\"]",5.15,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Stimmt! Edexcel GCSE German Grammar and Translation Workbook",5.99,21.27
862293,795075,"2017-10-20 19:27:53","dispatched",1,"[\"Books\"]",7.44,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","New Grade 9-1 GCSE Chemistry AQA Complete Revision & Practice with Online Edition",10.99,47.84
862292,795075,"2017-10-20 19:27:53","dispatched",1,"[\"Books\"]",8.17,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","New Grade 9-1 GCSE Biology AQA Complete Revision & Practice with Online Edition - Paperback",10.99,44.41
862291,795075,"2017-10-20 19:27:53","dispatched",1,"[\"Books\"]",7.44,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","New Grade 9-1 GCSE Physics AQA Complete Revision & Practice with Online Edition - Paperback",10.99,46.41
862289,795073,"2017-10-20 19:20:35","dispatched",1,"[\"Home & Garden\",\"Home & Garden\",\"Home & Garden\",\"Home & Garden\"]",7.09,"d6626614-da58-4eec-8c1f-7cee04f84959","Charles Bentley Wire Broom with Bracket and Wooden Handle 12\" Galvanised",15.41,NULL
862288,795072,"2017-10-20 19:09:37","dispatched",1,"[\"Books\"]",7.92,"7368e5c8-4817-4b87-ae9e-72565c1b8db6"," My Revision Notes: WJEC GCSE Geography",9.99,37.18
862287,795071,"2017-10-20 19:06:45","dispatched",1,"[\"Home & Garden\"]",11.28,"d84b53c8-4e0d-4f80-ba23-2502278f1e11","Peppa Pig - Figures for the bath",13.98,21.78
862286,795070,"2017-10-20 19:04:14","dispatched",1,"[\"Toys & Games\"]",32.73,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","THOMAS WOODEN RAILWAY-DELUXE ROUNDHOUSE",56.50,22.56
862285,795069,"2017-10-20 19:02:40","dispatched",1,"[\"Books\"]",5.16,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Baby's Very First Noisy Nursery Rhymes (Baby's Very First Sound Books)",6.99,32.08
862284,795068,"2017-10-20 19:01:16","refunded",2,"[\"Baby & Toddler\"]",7.40,"77099c22-0c51-441e-8a06-55f6ed4326f7","DK Glovesheets 100% Organic Cotton Chicco Next 2 Me Fitted Sheet (White)",9.63,31.43
862283,795068,"2017-10-20 19:01:16","refunded",1,"[\"Furniture\",\"Baby & Toddler\"]",136.30,"77099c22-0c51-441e-8a06-55f6ed4326f7","Chicco Next to Me - Dove Grey",169.99,38.89
862282,795067,"2017-10-20 18:55:18","dispatched",1,"[\"Books\"]",8.20,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Critical Thinking Skills: Effective Analysis, Argument and Reflection (Palgrave Study Skills)",12.99,54.8
862277,795062,"2017-10-20 18:44:25","dispatched",1,"[\"Hardware\"]",25.81,"901f7f53-876f-4fba-bedc-ad5fde5464c5","Letterbox Colour: Polished Chrome",32.74,NULL
862276,795061,"2017-10-20 18:43:50","dispatched",1,"[\"Health & Beauty\"]",11.95,"3ef2f1e4-fee0-474d-a62e-73c668bd83cd","DERMA SHIELD SKIN SHIELD PROTECTANT MOUSSE. Non Greasy. Breathable. Food Contact Safe. 150ml",15.99,NULL
862275,795060,"2017-10-20 18:40:36","dispatched",1,"[\"Books\"]",4.98,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Milk and Honey",6.99,47.56
862274,795059,"2017-10-20 18:32:24","dispatched",1,"[\"Clothing & Accessories\"]",9.56,"92c09a08-745f-4f9d-a848-6411d45af4d3","E.R Surgeon - Adult Costume Men : X LARGE",14.31,NULL
862273,795058,"2017-10-20 18:27:29","dispatched",1,"[\"Books\"]",8.18,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Sandman TP Vol 08 Worlds End New Ed (Sandman New Editions)",15.88,45.89
862272,795057,"2017-10-20 18:22:41","dispatched",1,"[\"DVDs & Videos\"]",52.37,"c21ee771-0fcb-11e3-8051-90b11c403c56","The X Files: Complete Seasons 1-9 [Blu-ray] [Region Free]",111.95,57.22
862270,795055,"2017-10-20 18:20:04","dispatched",1,"[\"Books\"]",6.83,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","New Grade 9-1 GCSE Combined Science: AQA Revision Guide with Online Edition - Higher",9.15,47.64
862267,795052,"2017-10-20 18:14:39","cancelled",1,"[\"Vehicle Parts & Accessories\"]",88.56,"eb0a1da8-52cf-41c0-9ca9-230302ae3277","Das 6 Pro Power Plus 900W Dual Action Random Orbital Polisher With Backing Plate, D Handle, Spare Brushes, 6m Cable and Carry Case - 12 Months Warranty, Remove Swirls, Scratches and Recover Oxidised Paint, Apply Polish or Wax",114.95,NULL
862266,795051,"2017-10-20 18:11:06","dispatched",1,"[\"Home & Garden\",\"Home & Garden\"]",76.13,"301b5168-3afb-42e2-a0ba-c423e1d92228","De'Longhi Dragon 4 Oil Filled Radiator with Timer TRD4 0820T, 2 KW - White",107.78,22.56
862265,795050,"2017-10-20 18:09:26","dispatched",1,"[\"Health & Beauty\"]",5.83,"e9f51b90-f698-4afb-8f85-d034e67ac5f4","Wahl Performer 5537-217 Battery Operated Hair Trimmer",7.99,39.09
862264,795049,"2017-10-20 18:05:15","processing",1,"[\"Books\"]",7.90,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Coreyography A Memoir",10.80,19.14
862259,795044,"2017-10-20 17:48:35","dispatched",1,"[\"Books\"]",6.99,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Oxford School Dictionary & Thesaurus",8.21,19.15
862258,795043,"2017-10-20 17:43:27","processing",1,"[\"Home & Garden\"]",15.31,"9bab7105-f05d-47b9-80f2-90229a9466b6","Lodge 20.32 cm / 8 inch Pre-Seasoned Cast Iron Round Skillet / Frying Pan",26.89,22.56
862257,795043,"2017-10-20 17:43:27","processing",1,"[\"Home & Garden\"]",20.49,"9bab7105-f05d-47b9-80f2-90229a9466b6","Lodge 26.04 cm / 10.25 inch Pre-Seasoned Cast Iron Round Skillet / Frying Pan",28.36,48.56
862256,795042,"2017-10-20 17:40:22","dispatched",1,"[\"Pet Supplies\"]",10.24,"be37fbcf-fe39-49f6-a01e-89ef9a4f4666","Trixie 36863 Jasira Snuggle Sack 25 × 27 × 45 cm Black / Beige",15.99,16.46
862255,795041,"2017-10-20 17:34:30","cancelled",1,"[\"Home & Garden\"]",7.55,"ed078f6b-3aad-40a8-a634-c32097de02b0","Fixman 196052 Rat Cage Trap, 300 mm",9.37,11.35
862254,795040,"2017-10-20 17:19:56","dispatched",1,"[\"Software\", \"Electronics\"]",129.50,"d14575c3-a311-41b5-a730-c3bd1e3f9571","Garmin GB Discoverer (All of Great Britain,1:50K)",166.79,54.56
862253,795039,"2017-10-20 17:19:27","dispatched",1,"[\"Books\"]",7.26,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Fluent Forever: How to Learn Any Language Fast and Never Forget it",9.79,18.22
862252,795038,"2017-10-20 17:08:03","dispatched",1,"[\"Books\"]",10.36,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Online Business Startup - The Entrepreneur's Guide to Launching a Fast, Lean and Profitable Online V",13.99,52.69
862251,795037,"2017-10-20 17:02:56","dispatched",1,"[\"Clothing & Accessories\"]",7.17,"3ef2f1e4-fee0-474d-a62e-73c668bd83cd","Jack Sparrow Style Caribbean Pirate Hat with Hair",10.99,NULL
862250,795036,"2017-10-20 17:00:29","dispatched",1,"[\"Health & Beauty\"]",15.23,"c1cc4b7f-d6ec-43c8-971e-11a0aa59ae7b","Oral-B Vitality White and Clean Electric Rechargeable Toothbrush",19.33,22.56
862249,795035,"2017-10-20 17:00:07","dispatched",1,"[\"Books\"]",8.86,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Art Therapy: Disney Animals 100 Images to Inspire Creativity and Relaxation",11.63,19.89
862248,795034,"2017-10-20 16:59:02","dispatched",1,"[\"Home & Garden\"]",13.70,"d6626614-da58-4eec-8c1f-7cee04f84959","Konstsmide 2889-000 LED Snow Lantern with Snowman Scene, Water Filled / For Indoor Use (IP20) / Battery Operated: 3xAA 1.5V (excl.) / 1 Warm White Diodes",20.98,33.67
862247,795033,"2017-10-20 16:48:31","dispatched",1,"[\"Toys & Games\",\"Toys & Games\",\"Toys & Games\",\"Toys & Games\"]",34.94,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","Silver cross Ranger Aubergine Pram",53.33,22.56
862246,795032,"2017-10-20 16:46:50","dispatched",1,"[\"Books\"]",9.35,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Field Guide to Orchids of Britain and Europe",16.99,22.56
862245,795031,"2017-10-20 16:35:00","dispatched",1,"[\"Home & Garden\",\"Home & Garden\"]",16.44,"02042a67-9fc9-4174-a642-6bf5bdcfabbc","Catherine Lansfield Kelso Tartan Reversible Charcoal Grey Quilt Duvet Cover Set (King)",18.70,NULL
862244,795030,"2017-10-20 16:31:38","dispatched",1,"[\"Books\"]",14.30,"7368e5c8-4817-4b87-ae9e-72565c1b8db6"," Principles",17.45,56.22
862243,795029,"2017-10-20 16:26:40","dispatched",1,"[\"Office Supplies\"]",12.85,"c21ee771-0fcb-11e3-8051-90b11c403c56","2018 Moleskine Large Daily Diary 12 Months Soft",21.99,22.56
862242,795028,"2017-10-20 16:24:20","dispatched",1,"[\"Books\"]",6.28,"7368e5c8-4817-4b87-ae9e-72565c1b8db6"," Skateboard Art Wall Calendar 2018",9.99,18.41
862241,795027,"2017-10-20 16:20:05","dispatched",1,"[\"Books\"]",5.51,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Guitar Basics: (with Free Enhanced CD) [Guitar Basics] (Faber Edition)",6.99,60.53
862240,795027,"2017-10-20 16:20:05","dispatched",2,"[\"Health & Beauty\"]",5.39,"e24a98d1-ace1-4a31-bf6f-668ae28659d6","London Playboy Eau de Toilette Spray for Him 50 ml",7.32,NULL
862239,795027,"2017-10-20 16:20:05","dispatched",2,"[\"Health & Beauty\"]",6.50,"e24a98d1-ace1-4a31-bf6f-668ae28659d6","Playboy Play It Wild for Her Gift Set 30ml EDT + 150ml Body Spray",12.56,20.03
862238,795026,"2017-10-20 16:18:28","dispatched",1,"[\"Books\"]",57.28,"c21ee771-0fcb-11e3-8051-90b11c403c56","The Guide to Educational Grants 2016/17",85.50,22.56
862237,795025,"2017-10-20 16:12:46","dispatched",1,"[\"Books\"]",7.02,"c21ee771-0fcb-11e3-8051-90b11c403c56","Carbs & Cals Smoothies: 80 Healthy Smoothie Recipes & 275 Photos of Ingredients to Create Your Own!",9.99,36.36
862236,795025,"2017-10-20 16:12:46","dispatched",1,"[\"Books\"]",5.47,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Carbs & Cals Very Low Calorie Recipes & Meal Plans: Lose Weight, Improve Blood Sugar Levels and Reverse Type 2 Diabetes",6.99,34.74
862235,795024,"2017-10-20 16:11:21","dispatched",1,"[\"Books\"]",7.07,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Bescherelle: Bescherelle - LA Conjugaison Pour Tous (Bescherelle Francais)",10.75,19.27
862234,795023,"2017-10-20 16:02:16","cancelled",1,"[\"Books\"]",7.73,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Spawn: Origins Volume 14 (Spawn Origins Tp)",13.99,21.78
862233,795022,"2017-10-20 16:01:59","processing",2,"[\"Vehicle Parts & Accessories\",\"Vehicle Parts & Accessories\"]",7.98,"ed078f6b-3aad-40a8-a634-c32097de02b0","Bluecol BPS025 3-in-1 Winter Screenwash Concentrate",12.39,50.46
862232,795021,"2017-10-20 15:57:14","dispatched",1,"[\"Home & Garden\"]",15.36,"c1cc4b7f-d6ec-43c8-971e-11a0aa59ae7b","BRITA Elemaris Water Filter Jug - 3.5 L, White",19.95,54.89
862231,795020,"2017-10-20 15:57:09","dispatched",1,"[\"Books\"]",25.76,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Implementing Cisco IP Switched Networks (SWITCH) Foundation Learning Guide: (CCNP SWITCH 300-115) (Foundation Learning Guides)",37.59,22.56
862229,795018,"2017-10-20 15:53:17","cancelled",1,NULL,6.72,"950160a2-f3ac-4595-a4f7-6f6ff3f13ab2",NULL,NULL,NULL
862228,795017,"2017-10-20 15:52:53","processing",1,"[\"Toys & Games\"]",10.68,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","The Gruffalo Plush Toy",12.24,43.56
862227,795017,"2017-10-20 15:52:53","dispatched",1,"[\"Toys & Games\"]",8.95,"0a7affe9-0a2d-4446-9e2c-6cac7b52dbeb","Bob the Builder FFN16 Switch & Fix Bob",17.33,50.37
862226,795016,"2017-10-20 15:50:44","processing",1,"[\"Books\"]",14.13,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","The Definitive Broadway Collection 142 Songs",NULL,NULL
862225,795016,"2017-10-20 15:50:44","processing",1,"[\"Books\"]",12.53,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Kids' Musical Theatre Collection, Volume 2",17.99,19.03
862224,795016,"2017-10-20 15:50:44","processing",1,"[\"Books\"]",12.71,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Kids' Musical Theatre Collection: Volume 1",18.66,22.56
862223,795015,"2017-10-20 15:49:30","dispatched",4,"[\"Books\"]",7.30,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Inuit Art/Cape Dorset 2018 Wall Calendar",13.43,21.34
862221,795013,"2017-10-20 15:45:15","dispatched",1,"[\"DVDs & Videos\"]",6.26,"29d9f7ed-6ad6-48e5-8124-f0d2be2456a1","Agatha Christie's Poirot: Feature Length Collection (Digitally Re-mastered) [DVD]",9.90,NULL
862220,795012,"2017-10-20 15:44:54","dispatched",1,"[\"Music & Sound Recordings\"]",6.82,"11b0a420-f4ea-418c-ae8a-96ffb25c37e5","You Don't Own Me Anymore",8.99,26.06
862219,795012,"2017-10-20 15:44:54","dispatched",1,"[\"Music & Sound Recordings\"]",10.16,"11b0a420-f4ea-418c-ae8a-96ffb25c37e5","Applewood Road",15.96,NULL
862218,795011,"2017-10-20 15:42:03","dispatched",1,"[\"Arts & Entertainment\",\"Arts & Entertainment\"]",35.08,"63d9c947-f53f-4b56-b26f-9259ddcc32d4","Purelite 3-in-1 Magnifying Lamp, Plastic - White",44.82,22.56
862217,795010,"2017-10-20 15:36:41","cancelled",1,"[\"Toys & Games\"]",4.54,"e9f51b90-f698-4afb-8f85-d034e67ac5f4","My First Tablet Kids Childrens Laptop Touch Type Learning Computer Educational Toy Game, White",7.49,22.56
862216,795009,"2017-10-20 15:33:40","processing",1,"[\"Sporting Goods\"]",7.16,"90666047-404c-47f5-9ad3-0d739a711d23","Stiga Batcover Line Red",13.48,33.64
862215,795009,"2017-10-20 15:33:40","processing",1,"[\"Toys & Games\"]",7.16,"90666047-404c-47f5-9ad3-0d739a711d23","Stiga Table Tennis Batcase Line - Yellow",13.48,33.07
862214,795008,"2017-10-20 15:23:13","processing",1,"[\"Health & Beauty\"]",19.25,"0b3ea44f-c236-469d-8c28-28d735eb85ed","Solgar 454 g Whey To Go Natural Strawberry Flavour Protein Powder",33.60,NULL
862213,795007,"2017-10-20 15:22:35","dispatched",1,"[\"Arts & Entertainment\",\"Arts & Entertainment\",\"Arts & Entertainment\"]",13.52,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","Thomas & Friends Wooden Railway Annie and Clarabel Engine Set",21.00,52.22
862212,795006,"2017-10-20 15:19:52","dispatched",1,"[\"Books\"]",7.93,"c21ee771-0fcb-11e3-8051-90b11c403c56","New Grade 9-1 GCSE Combined Science: AQA Exam Practice Workbook - Foundation",9.95,32.49
862211,795005,"2017-10-20 15:18:14","dispatched",1,"[\"Books\"]",19.69,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","CACHE Level 3 Early Years Educator for the Work-Based Learner - Paperback",25.69,52.33
862210,795004,"2017-10-20 15:11:37","dispatched",1,"[\"DVDs & Videos\"]",17.91,"29d9f7ed-6ad6-48e5-8124-f0d2be2456a1","Fullmetal Alchemist Brotherhood Complete Series Collection (Episodes 1-64) [DVD]",24.99,NULL
862209,795003,"2017-10-20 15:11:29","cancelled",1,"[\"Health & Beauty\"]",32.24,"c1cc4b7f-d6ec-43c8-971e-11a0aa59ae7b","Braun Face 810 Facial Epilator.",34.99,NULL
862208,795002,"2017-10-20 15:05:53","dispatched",1,"[\"Home & Garden\"]",72.30,"3620b5c0-142e-469d-81f4-69eb3040dc91","Portmeirion Botanic Garden - 11\" Oval Platter - Set of 6",89.03,NULL
862207,795001,"2017-10-20 15:04:30","dispatched",2,"[\"Home & Garden\"]",8.86,"e56c7690-3844-45e2-9d9d-3229b4ecfaf9","Miele 5626050 Coffee Maker Descaler Tablet",10.99,NULL
862206,795000,"2017-10-20 15:03:58","dispatched",2,"[\"Home & Garden\"]",12.51,"901f7f53-876f-4fba-bedc-ad5fde5464c5","Zero In Flea Killer - Mains Powered, Includes Refill Adhesive Pads",13.89,52.65
862205,794999,"2017-10-20 15:02:30","dispatched",2,"[\"Books\"]",5.63,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","The Little Pocket Book of Pug Wisdom - Lessons in life and love for the well-rounded pug",9.99,18.41
862204,794999,"2017-10-20 15:02:30","dispatched",6,"[\"Books\"]",5.75,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Doug the Pug: The Coloring and Activity Book",9.99,15.95
862203,794998,"2017-10-20 14:53:59","dispatched",1,"[\"DVDs & Videos\"]",13.78,"c21ee771-0fcb-11e3-8051-90b11c403c56","Get Some In - The Complete Series [DVD] [1975]",26.99,NULL
862202,794997,"2017-10-20 14:39:44","dispatched",1,"[\"Books\"]",19.87,"c21ee771-0fcb-11e3-8051-90b11c403c56","Hands on Machine Learning with Scikit-Learn and Tensorflow",31.99,55.22
862201,794996,"2017-10-20 14:30:44","dispatched",1,"[\"Music & Sound Recordings\"]",16.65,"29d9f7ed-6ad6-48e5-8124-f0d2be2456a1","Just Look Them Straight In The Eye And Say... PogueMahone!!",16.47,NULL
862200,794995,"2017-10-20 14:29:53","dispatched",1,"[\"Vehicle Parts & Accessories\"]",30.63,"fed84941-dbab-4fbb-af05-6380096b910a","Maypole 48mm Heavy Duty Ribbed Jockey Wheel",45.11,22.56
862199,794994,"2017-10-20 14:24:03","dispatched",1,"[\"DVDs & Videos\"]",6.89,"29d9f7ed-6ad6-48e5-8124-f0d2be2456a1","Football's Greatest - 250 Greatest Goals [DVD]",10.99,NULL
